destination,date,passengers
ZURICH,2008-11-01,3981
FRANKFURT/MAIN,2008-11-01,5568
SAARBRUECKEN,2008-11-01,2770
BERLIN-TEGEL,2008-11-01,1333
KOBENHAVN/KASTRUP,2008-11-01,2259
HURGHADA / INTL,2008-11-01,875
GRAN CANARIA,2008-11-01,1732
TENERIFE SUR/REINA SOFIA,2008-11-01,1570
BARCELONA/EL PRAT,2008-11-01,1037
ADOLFO SUAREZ MADRID-BARAJAS,2008-11-01,1587
PALMA DE MALLORCA,2008-11-01,396
NICE-COTE D'AZUR,2008-11-01,930
PARIS-CHARLES DE GAULLE,2008-11-01,3084
MILANO/MALPENSA,2008-11-01,1677
ROMA/FIUMICINO,2008-11-01,1048
AMSTERDAM/SCHIPHOL,2008-11-01,2993
PORTO,2008-11-01,2628
LISBOA,2008-11-01,765
MONASTIR/HABIB BOURGUIBA,2008-11-01,1167
DJERBA/ZARZIS,2008-11-01,2804
LONDON GATWICK,2008-11-01,2360
LONDON/CITY,2008-11-01,5881
WIEN-SCHWECHAT,2008-10-01,2781
GENEVA,2008-10-01,1494
ZURICH,2008-10-01,3912
FRANKFURT/MAIN,2008-10-01,5549
SAARBRUECKEN,2008-10-01,3051
BERLIN-TEGEL,2008-10-01,1381
KOBENHAVN/KASTRUP,2008-10-01,3594
HURGHADA / INTL,2008-10-01,946
IRAKLION/NIKOS KAZANTZAKIS,2008-10-01,1811
GRAN CANARIA,2008-10-01,1567
TENERIFE SUR/REINA SOFIA,2008-10-01,1162
BARCELONA/EL PRAT,2008-10-01,1019
ADOLFO SUAREZ MADRID-BARAJAS,2008-10-01,1482
PALMA DE MALLORCA,2008-10-01,3441
NICE-COTE D'AZUR,2008-10-01,1270
PARIS-CHARLES DE GAULLE,2008-10-01,3568
MILANO/MALPENSA,2008-10-01,1744
ROMA/FIUMICINO,2008-10-01,1182
AMSTERDAM/SCHIPHOL,2008-10-01,3606
PORTO,2008-10-01,3135
LISBOA,2008-10-01,1028
MONASTIR/HABIB BOURGUIBA,2008-10-01,1962
DJERBA/ZARZIS,2008-10-01,2695
LONDON GATWICK,2008-10-01,2569
LONDON/CITY,2008-10-01,5393
LONDON HEATHROW,2008-10-01,1183
WIEN-SCHWECHAT,2008-09-01,2979
GENEVA,2008-09-01,1559
ZURICH,2008-09-01,4572
FRANKFURT/MAIN,2008-09-01,6340
SAARBRUECKEN,2008-09-01,2848
BERLIN-TEGEL,2008-09-01,1409
KOBENHAVN/KASTRUP,2008-09-01,3636
HURGHADA / INTL,2008-09-01,786
IRAKLION/NIKOS KAZANTZAKIS,2008-09-01,2181
GRAN CANARIA,2008-09-01,1523
TENERIFE SUR/REINA SOFIA,2008-09-01,1328
BARCELONA/EL PRAT,2008-09-01,1218
ADOLFO SUAREZ MADRID-BARAJAS,2008-09-01,1461
PALMA DE MALLORCA,2008-09-01,4768
NICE-COTE D'AZUR,2008-09-01,1708
PARIS-CHARLES DE GAULLE,2008-09-01,3379
MILANO/MALPENSA,2008-09-01,1750
ROMA/FIUMICINO,2008-09-01,1249
AMSTERDAM/SCHIPHOL,2008-09-01,3781
PORTO,2008-09-01,4109
LISBOA,2008-09-01,1462
MONASTIR/HABIB BOURGUIBA,2008-09-01,2199
DJERBA/ZARZIS,2008-09-01,2984
LONDON GATWICK,2008-09-01,2509
LONDON/CITY,2008-09-01,5243
LONDON HEATHROW,2008-09-01,1674
WIEN-SCHWECHAT,2008-08-01,2331
GENEVA,2008-08-01,799
ZURICH,2008-08-01,4245
FRANKFURT/MAIN,2008-08-01,5988
SAARBRUECKEN,2008-08-01,2521
BERLIN-TEGEL,2008-08-01,1289
KOBENHAVN/KASTRUP,2008-08-01,2460
HURGHADA / INTL,2008-08-01,1398
IRAKLION/NIKOS KAZANTZAKIS,2008-08-01,3074
GRAN CANARIA,2008-08-01,1920
TENERIFE SUR/REINA SOFIA,2008-08-01,1888
BARCELONA/EL PRAT,2008-08-01,1357
ADOLFO SUAREZ MADRID-BARAJAS,2008-08-01,1148
PALMA DE MALLORCA,2008-08-01,6766
NICE-COTE D'AZUR,2008-08-01,1634
PARIS-CHARLES DE GAULLE,2008-08-01,2785
MILANO/MALPENSA,2008-08-01,764
ROMA/FIUMICINO,2008-08-01,1431
AMSTERDAM/SCHIPHOL,2008-08-01,3405
PORTO,2008-08-01,4906
LISBOA,2008-08-01,1938
MONASTIR/HABIB BOURGUIBA,2008-08-01,3463
DJERBA/ZARZIS,2008-08-01,5084
LONDON GATWICK,2008-08-01,2169
LONDON/CITY,2008-08-01,4000
LONDON HEATHROW,2008-08-01,1725
WIEN-SCHWECHAT,2008-07-01,2464
GENEVA,2008-07-01,1387
ZURICH,2008-07-01,3436
FRANKFURT/MAIN,2008-07-01,5087
SAARBRUECKEN,2008-07-01,2747
BERLIN-TEGEL,2008-07-01,1189
KOBENHAVN/KASTRUP,2008-07-01,2341
HURGHADA / INTL,2008-07-01,952
IRAKLION/NIKOS KAZANTZAKIS,2008-07-01,2327
GRAN CANARIA,2008-07-01,1612
TENERIFE SUR/REINA SOFIA,2008-07-01,1690
BARCELONA/EL PRAT,2008-07-01,1375
ADOLFO SUAREZ MADRID-BARAJAS,2008-07-01,1375
PALMA DE MALLORCA,2008-07-01,5449
NICE-COTE D'AZUR,2008-07-01,1478
PARIS-CHARLES DE GAULLE,2008-07-01,3084
MILANO/MALPENSA,2008-07-01,1756
ROMA/FIUMICINO,2008-07-01,1096
AMSTERDAM/SCHIPHOL,2008-07-01,3119
PORTO,2008-07-01,2487
LISBOA,2008-07-01,959
MONASTIR/HABIB BOURGUIBA,2008-07-01,3175
DJERBA/ZARZIS,2008-07-01,4713
LONDON GATWICK,2008-07-01,2497
LONDON/CITY,2008-07-01,5146
LONDON HEATHROW,2008-07-01,1660
WIEN-SCHWECHAT,2008-06-01,2967
GENEVA,2008-06-01,1661
ZURICH,2008-06-01,3866
FRANKFURT/MAIN,2008-06-01,5910
SAARBRUECKEN,2008-06-01,3116
BERLIN-TEGEL,2008-06-01,1425
KOBENHAVN/KASTRUP,2008-06-01,3995
HURGHADA / INTL,2008-06-01,516
IRAKLION/NIKOS KAZANTZAKIS,2008-06-01,1436
GRAN CANARIA,2008-06-01,1396
TENERIFE SUR/REINA SOFIA,2008-06-01,873
BARCELONA/EL PRAT,2008-06-01,1135
ADOLFO SUAREZ MADRID-BARAJAS,2008-06-01,1580
PALMA DE MALLORCA,2008-06-01,3806
NICE-COTE D'AZUR,2008-06-01,1538
PARIS-CHARLES DE GAULLE,2008-06-01,3576
MILANO/MALPENSA,2008-06-01,1933
ROMA/FIUMICINO,2008-06-01,1093
AMSTERDAM/SCHIPHOL,2008-06-01,3602
PORTO,2008-06-01,2680
LISBOA,2008-06-01,1101
MONASTIR/HABIB BOURGUIBA,2008-06-01,1785
DJERBA/ZARZIS,2008-06-01,2285
LONDON GATWICK,2008-06-01,2752
LONDON/CITY,2008-06-01,5572
LONDON HEATHROW,2008-06-01,1638
WIEN-SCHWECHAT,2008-05-01,2681
GENEVA,2008-05-01,1483
ZURICH,2008-05-01,3710
FRANKFURT/MAIN,2008-05-01,5791
SAARBRUECKEN,2008-05-01,2408
BERLIN-TEGEL,2008-05-01,1382
KOBENHAVN/KASTRUP,2008-05-01,3935
HURGHADA / INTL,2008-05-01,1029
IRAKLION/NIKOS KAZANTZAKIS,2008-05-01,1417
GRAN CANARIA,2008-05-01,1762
TENERIFE SUR/REINA SOFIA,2008-05-01,1306
BARCELONA/EL PRAT,2008-05-01,1318
ADOLFO SUAREZ MADRID-BARAJAS,2008-05-01,1628
PALMA DE MALLORCA,2008-05-01,3394
NICE-COTE D'AZUR,2008-05-01,1586
PARIS-CHARLES DE GAULLE,2008-05-01,3439
MILANO/MALPENSA,2008-05-01,2075
ROMA/FIUMICINO,2008-05-01,1343
AMSTERDAM/SCHIPHOL,2008-05-01,3380
PORTO,2008-05-01,3447
LISBOA,2008-05-01,1162
MONASTIR/HABIB BOURGUIBA,2008-05-01,1997
DJERBA/ZARZIS,2008-05-01,2714
LONDON GATWICK,2008-05-01,2648
LONDON/CITY,2008-05-01,5643
LONDON HEATHROW,2008-05-01,1722
WIEN-SCHWECHAT,2008-04-01,2813
GENEVA,2008-04-01,1679
ZURICH,2008-04-01,3952
FRANKFURT/MAIN,2008-04-01,6320
SAARBRUECKEN,2008-04-01,2414
BERLIN-TEGEL,2008-04-01,1365
KOBENHAVN/KASTRUP,2008-04-01,4173
HURGHADA / INTL,2008-04-01,1848
IRAKLION/NIKOS KAZANTZAKIS,2008-04-01,378
GRAN CANARIA,2008-04-01,1499
TENERIFE SUR/REINA SOFIA,2008-04-01,1633
BARCELONA/EL PRAT,2008-04-01,1050
ADOLFO SUAREZ MADRID-BARAJAS,2008-04-01,1620
PALMA DE MALLORCA,2008-04-01,1448
NICE-COTE D'AZUR,2008-04-01,1335
PARIS-CHARLES DE GAULLE,2008-04-01,3724
MILANO/MALPENSA,2008-04-01,2004
ROMA/FIUMICINO,2008-04-01,1386
AMSTERDAM/SCHIPHOL,2008-04-01,3435
PORTO,2008-04-01,3447
LISBOA,2008-04-01,1026
MONASTIR/HABIB BOURGUIBA,2008-04-01,1817
DJERBA/ZARZIS,2008-04-01,3604
LONDON GATWICK,2008-04-01,2317
LONDON/CITY,2008-04-01,5587
LONDON HEATHROW,2008-04-01,1545
WIEN-SCHWECHAT,2008-03-01,2249
GENEVA,2008-03-01,1571
ZURICH,2008-03-01,3677
FRANKFURT/MAIN,2008-03-01,5555
SAARBRUECKEN,2008-03-01,1872
BERLIN-TEGEL,2008-03-01,1304
KOBENHAVN/KASTRUP,2008-03-01,3863
HURGHADA / INTL,2008-03-01,1060
GRAN CANARIA,2008-03-01,1677
TENERIFE SUR/REINA SOFIA,2008-03-01,1552
BARCELONA/EL PRAT,2008-03-01,1024
ADOLFO SUAREZ MADRID-BARAJAS,2008-03-01,1481
PALMA DE MALLORCA,2008-03-01,730
NICE-COTE D'AZUR,2008-03-01,1215
PARIS-CHARLES DE GAULLE,2008-03-01,3388
MILANO/MALPENSA,2008-03-01,1931
ROMA/FIUMICINO,2008-03-01,1106
AMSTERDAM/SCHIPHOL,2008-03-01,2819
PORTO,2008-03-01,3867
LISBOA,2008-03-01,983
MONASTIR/HABIB BOURGUIBA,2008-03-01,1587
DJERBA/ZARZIS,2008-03-01,1778
LONDON GATWICK,2008-03-01,2638
LONDON/CITY,2008-03-01,5342
LONDON HEATHROW,2008-03-01,1691
WIEN-SCHWECHAT,2008-02-01,1911
GENEVA,2008-02-01,1483
ZURICH,2008-02-01,3173
FRANKFURT/MAIN,2008-02-01,5024
SAARBRUECKEN,2008-02-01,2035
BERLIN-TEGEL,2008-02-01,991
KOBENHAVN/KASTRUP,2008-02-01,2988
HURGHADA / INTL,2008-02-01,1061
GRAN CANARIA,2008-02-01,1400
TENERIFE SUR/REINA SOFIA,2008-02-01,982
BARCELONA/EL PRAT,2008-02-01,793
ADOLFO SUAREZ MADRID-BARAJAS,2008-02-01,1307
PALMA DE MALLORCA,2008-02-01,253
NICE-COTE D'AZUR,2008-02-01,991
PARIS-CHARLES DE GAULLE,2008-02-01,3205
MILANO/MALPENSA,2008-02-01,1840
ROMA/FIUMICINO,2008-02-01,937
AMSTERDAM/SCHIPHOL,2008-02-01,2581
PORTO,2008-02-01,2819
LISBOA,2008-02-01,767
MONASTIR/HABIB BOURGUIBA,2008-02-01,928
DJERBA/ZARZIS,2008-02-01,925
LONDON GATWICK,2008-02-01,1950
LONDON/CITY,2008-02-01,4843
LONDON HEATHROW,2008-02-01,1465
WIEN-SCHWECHAT,2008-01-01,2087
GENEVA,2008-01-01,1386
ZURICH,2008-01-01,3412
FRANKFURT/MAIN,2008-01-01,5449
SAARBRUECKEN,2008-01-01,1815
BERLIN-TEGEL,2008-01-01,990
KOBENHAVN/KASTRUP,2008-01-01,3216
HURGHADA / INTL,2008-01-01,426
GRAN CANARIA,2008-01-01,1708
TENERIFE SUR/REINA SOFIA,2008-01-01,942
BARCELONA/EL PRAT,2008-01-01,899
ADOLFO SUAREZ MADRID-BARAJAS,2008-01-01,1636
PALMA DE MALLORCA,2008-01-01,231
NICE-COTE D'AZUR,2008-01-01,1046
PARIS-CHARLES DE GAULLE,2008-01-01,3624
MILANO/MALPENSA,2008-01-01,1928
ROMA/FIUMICINO,2008-01-01,866
AMSTERDAM/SCHIPHOL,2008-01-01,2626
PORTO,2008-01-01,4961
LISBOA,2008-01-01,838
MONASTIR/HABIB BOURGUIBA,2008-01-01,908
DJERBA/ZARZIS,2008-01-01,416
LONDON GATWICK,2008-01-01,1706
LONDON/CITY,2008-01-01,4818
LONDON HEATHROW,2008-01-01,1337
WIEN-SCHWECHAT,2007-12-01,2443
GENEVA,2007-12-01,1362
ZURICH,2007-12-01,3212
FRANKFURT/MAIN,2007-12-01,4656
SAARBRUECKEN,2007-12-01,1461
BERLIN-TEGEL,2007-12-01,1079
KOBENHAVN/KASTRUP,2007-12-01,3265
GRAN CANARIA,2007-12-01,1413
TENERIFE SUR/REINA SOFIA,2007-12-01,824
ADOLFO SUAREZ MADRID-BARAJAS,2007-12-01,1217
PALMA DE MALLORCA,2007-12-01,144
NICE-COTE D'AZUR,2007-12-01,980
PARIS-CHARLES DE GAULLE,2007-12-01,3264
MILANO/MALPENSA,2007-12-01,1921
ROMA/FIUMICINO,2007-12-01,1053
AMSTERDAM/SCHIPHOL,2007-12-01,2693
PORTO,2007-12-01,3814
LISBOA,2007-12-01,1175
MONASTIR/HABIB BOURGUIBA,2007-12-01,766
DJERBA/ZARZIS,2007-12-01,502
LONDON GATWICK,2007-12-01,2249
LONDON/CITY,2007-12-01,5284
LONDON HEATHROW,2007-12-01,1935
WIEN-SCHWECHAT,2007-11-01,2706
GENEVA,2007-11-01,1601
ZURICH,2007-11-01,3924
FRANKFURT/MAIN,2007-11-01,6094
SAARBRUECKEN,2007-11-01,1943
BERLIN-TEGEL,2007-11-01,1850
KOBENHAVN/KASTRUP,2007-11-01,3177
IRAKLION/NIKOS KAZANTZAKIS,2007-11-01,139
GRAN CANARIA,2007-11-01,1400
TENERIFE SUR/REINA SOFIA,2007-11-01,1212
ADOLFO SUAREZ MADRID-BARAJAS,2007-11-01,1610
PALMA DE MALLORCA,2007-11-01,460
NICE-COTE D'AZUR,2007-11-01,1117
PARIS-CHARLES DE GAULLE,2007-11-01,4418
MILANO/MALPENSA,2007-11-01,2497
ROMA/FIUMICINO,2007-11-01,920
AMSTERDAM/SCHIPHOL,2007-11-01,3466
PORTO,2007-11-01,2597
LISBOA,2007-11-01,933
MONASTIR/HABIB BOURGUIBA,2007-11-01,1512
DJERBA/ZARZIS,2007-11-01,2330
LONDON GATWICK,2007-11-01,2425
LONDON/CITY,2007-11-01,5795
LONDON HEATHROW,2007-11-01,1697
WIEN-SCHWECHAT,2007-10-01,2296
GENEVA,2007-10-01,1551
ZURICH,2007-10-01,3522
FRANKFURT/MAIN,2007-10-01,6282
SAARBRUECKEN,2007-10-01,1982
BERLIN-TEGEL,2007-10-01,1399
KOBENHAVN/KASTRUP,2007-10-01,3107
IRAKLION/NIKOS KAZANTZAKIS,2007-10-01,1651
GRAN CANARIA,2007-10-01,1653
TENERIFE SUR/REINA SOFIA,2007-10-01,1135
ADOLFO SUAREZ MADRID-BARAJAS,2007-10-01,1611
PALMA DE MALLORCA,2007-10-01,3573
NICE-COTE D'AZUR,2007-10-01,1137
PARIS-CHARLES DE GAULLE,2007-10-01,4089
MILANO/MALPENSA,2007-10-01,2537
ROMA/FIUMICINO,2007-10-01,1096
AMSTERDAM/SCHIPHOL,2007-10-01,3490
PORTO,2007-10-01,2415
LISBOA,2007-10-01,1388
MONASTIR/HABIB BOURGUIBA,2007-10-01,1641
DJERBA/ZARZIS,2007-10-01,2310
LONDON GATWICK,2007-10-01,2132
LONDON/CITY,2007-10-01,5607
LONDON HEATHROW,2007-10-01,1624
WIEN-SCHWECHAT,2007-09-01,2268
GENEVA,2007-09-01,1442
ZURICH,2007-09-01,4403
FRANKFURT/MAIN,2007-09-01,7028
SAARBRUECKEN,2007-09-01,1857
BERLIN-TEGEL,2007-09-01,1397
KOBENHAVN/KASTRUP,2007-09-01,2668
IRAKLION/NIKOS KAZANTZAKIS,2007-09-01,2177
GRAN CANARIA,2007-09-01,1831
TENERIFE SUR/REINA SOFIA,2007-09-01,1680
ADOLFO SUAREZ MADRID-BARAJAS,2007-09-01,1534
PALMA DE MALLORCA,2007-09-01,5861
NICE-COTE D'AZUR,2007-09-01,1417
PARIS-CHARLES DE GAULLE,2007-09-01,4282
MILANO/MALPENSA,2007-09-01,2495
ROMA/FIUMICINO,2007-09-01,1249
AMSTERDAM/SCHIPHOL,2007-09-01,3828
PORTO,2007-09-01,3675
LISBOA,2007-09-01,1989
MONASTIR/HABIB BOURGUIBA,2007-09-01,2480
DJERBA/ZARZIS,2007-09-01,2793
LONDON GATWICK,2007-09-01,2273
LONDON/CITY,2007-09-01,4923
LONDON HEATHROW,2007-09-01,1799
WIEN-SCHWECHAT,2007-08-01,1835
GENEVA,2007-08-01,973
ZURICH,2007-08-01,3647
FRANKFURT/MAIN,2007-08-01,5997
SAARBRUECKEN,2007-08-01,1695
BERLIN-TEGEL,2007-08-01,1274
KOBENHAVN/KASTRUP,2007-08-01,2080
IRAKLION/NIKOS KAZANTZAKIS,2007-08-01,2860
GRAN CANARIA,2007-08-01,1766
TENERIFE SUR/REINA SOFIA,2007-08-01,1745
ADOLFO SUAREZ MADRID-BARAJAS,2007-08-01,1368
PALMA DE MALLORCA,2007-08-01,6739
NICE-COTE D'AZUR,2007-08-01,1387
PARIS-CHARLES DE GAULLE,2007-08-01,3671
MILANO/MALPENSA,2007-08-01,1413
ROMA/FIUMICINO,2007-08-01,1061
AMSTERDAM/SCHIPHOL,2007-08-01,3118
PORTO,2007-08-01,4307
LISBOA,2007-08-01,2124
MONASTIR/HABIB BOURGUIBA,2007-08-01,3346
DJERBA/ZARZIS,2007-08-01,4835
LONDON GATWICK,2007-08-01,2275
LONDON/CITY,2007-08-01,3763
LONDON HEATHROW,2007-08-01,1629
WIEN-SCHWECHAT,2007-07-01,1883
GENEVA,2007-07-01,1230
ZURICH,2007-07-01,3161
FRANKFURT/MAIN,2007-07-01,5010
SAARBRUECKEN,2007-07-01,1754
BERLIN-TEGEL,2007-07-01,1209
KOBENHAVN/KASTRUP,2007-07-01,1758
IRAKLION/NIKOS KAZANTZAKIS,2007-07-01,2415
GRAN CANARIA,2007-07-01,1598
TENERIFE SUR/REINA SOFIA,2007-07-01,1493
ADOLFO SUAREZ MADRID-BARAJAS,2007-07-01,1264
PALMA DE MALLORCA,2007-07-01,5443
NICE-COTE D'AZUR,2007-07-01,1254
PARIS-CHARLES DE GAULLE,2007-07-01,3752
MILANO/MALPENSA,2007-07-01,2016
ROMA/FIUMICINO,2007-07-01,899
AMSTERDAM/SCHIPHOL,2007-07-01,3379
PORTO,2007-07-01,2268
LISBOA,2007-07-01,1182
MONASTIR/HABIB BOURGUIBA,2007-07-01,2750
DJERBA/ZARZIS,2007-07-01,3724
LONDON GATWICK,2007-07-01,2492
LONDON/CITY,2007-07-01,4638
LONDON HEATHROW,2007-07-01,1650
WIEN-SCHWECHAT,2007-06-01,2193
GENEVA,2007-06-01,1540
ZURICH,2007-06-01,3828
FRANKFURT/MAIN,2007-06-01,5636
SAARBRUECKEN,2007-06-01,1681
BERLIN-TEGEL,2007-06-01,1444
KOBENHAVN/KASTRUP,2007-06-01,3602
IRAKLION/NIKOS KAZANTZAKIS,2007-06-01,2090
GRAN CANARIA,2007-06-01,1459
TENERIFE SUR/REINA SOFIA,2007-06-01,1168
ADOLFO SUAREZ MADRID-BARAJAS,2007-06-01,1516
PALMA DE MALLORCA,2007-06-01,4859
NICE-COTE D'AZUR,2007-06-01,1340
PARIS-CHARLES DE GAULLE,2007-06-01,5150
MILANO/MALPENSA,2007-06-01,2263
ROMA/FIUMICINO,2007-06-01,963
AMSTERDAM/SCHIPHOL,2007-06-01,3607
PORTO,2007-06-01,2278
LISBOA,2007-06-01,1597
MONASTIR/HABIB BOURGUIBA,2007-06-01,1610
DJERBA/ZARZIS,2007-06-01,2201
LONDON GATWICK,2007-06-01,2348
LONDON/CITY,2007-06-01,5077
LONDON HEATHROW,2007-06-01,1598
WIEN-SCHWECHAT,2007-05-01,2187
GENEVA,2007-05-01,1360
ZURICH,2007-05-01,3176
FRANKFURT/MAIN,2007-05-01,5446
SAARBRUECKEN,2007-05-01,1653
BERLIN-TEGEL,2007-05-01,1438
KOBENHAVN/KASTRUP,2007-05-01,3647
IRAKLION/NIKOS KAZANTZAKIS,2007-05-01,1128
GRAN CANARIA,2007-05-01,1572
TENERIFE SUR/REINA SOFIA,2007-05-01,956
ADOLFO SUAREZ MADRID-BARAJAS,2007-05-01,1461
PALMA DE MALLORCA,2007-05-01,2796
NICE-COTE D'AZUR,2007-05-01,1182
PARIS-CHARLES DE GAULLE,2007-05-01,5407
MILANO/MALPENSA,2007-05-01,2333
ROMA/FIUMICINO,2007-05-01,1132
AMSTERDAM/SCHIPHOL,2007-05-01,3534
PORTO,2007-05-01,2545
LISBOA,2007-05-01,1385
MONASTIR/HABIB BOURGUIBA,2007-05-01,1355
DJERBA/ZARZIS,2007-05-01,2149
LONDON GATWICK,2007-05-01,2109
LONDON/CITY,2007-05-01,5213
LONDON HEATHROW,2007-05-01,1863
WIEN-SCHWECHAT,2007-04-01,1900
GENEVA,2007-04-01,1260
ZURICH,2007-04-01,3859
FRANKFURT/MAIN,2007-04-01,5719
SAARBRUECKEN,2007-04-01,1510
BERLIN-TEGEL,2007-04-01,1249
KOBENHAVN/KASTRUP,2007-04-01,3120
IRAKLION/NIKOS KAZANTZAKIS,2007-04-01,659
GRAN CANARIA,2007-04-01,1801
TENERIFE SUR/REINA SOFIA,2007-04-01,1521
ADOLFO SUAREZ MADRID-BARAJAS,2007-04-01,1697
PALMA DE MALLORCA,2007-04-01,2119
NICE-COTE D'AZUR,2007-04-01,1034
PARIS-CHARLES DE GAULLE,2007-04-01,5174
MILANO/MALPENSA,2007-04-01,1954
ROMA/FIUMICINO,2007-04-01,1163
AMSTERDAM/SCHIPHOL,2007-04-01,3190
PORTO,2007-04-01,2850
LISBOA,2007-04-01,1741
MONASTIR/HABIB BOURGUIBA,2007-04-01,1814
DJERBA/ZARZIS,2007-04-01,2769
LONDON GATWICK,2007-04-01,1928
LONDON/CITY,2007-04-01,4692
LONDON HEATHROW,2007-04-01,1674
WIEN-SCHWECHAT,2007-03-01,2194
GENEVA,2007-03-01,1684
ZURICH,2007-03-01,3171
FRANKFURT/MAIN,2007-03-01,5924
SAARBRUECKEN,2007-03-01,1587
BERLIN-TEGEL,2007-03-01,1168
KOBENHAVN/KASTRUP,2007-03-01,3854
IRAKLION/NIKOS KAZANTZAKIS,2007-03-01,0
GRAN CANARIA,2007-03-01,1660
TENERIFE SUR/REINA SOFIA,2007-03-01,1266
ADOLFO SUAREZ MADRID-BARAJAS,2007-03-01,1479
PALMA DE MALLORCA,2007-03-01,531
NICE-COTE D'AZUR,2007-03-01,1024
PARIS-CHARLES DE GAULLE,2007-03-01,6435
MILANO/MALPENSA,2007-03-01,2284
ROMA/FIUMICINO,2007-03-01,770
AMSTERDAM/SCHIPHOL,2007-03-01,3173
PORTO,2007-03-01,2291
LISBOA,2007-03-01,1433
MONASTIR/HABIB BOURGUIBA,2007-03-01,820
DJERBA/ZARZIS,2007-03-01,1291
LONDON GATWICK,2007-03-01,2208
LONDON/CITY,2007-03-01,5093
LONDON HEATHROW,2007-03-01,1672
WIEN-SCHWECHAT,2007-02-01,1848
GENEVA,2007-02-01,1126
ZURICH,2007-02-01,2790
FRANKFURT/MAIN,2007-02-01,4763
SAARBRUECKEN,2007-02-01,1178
BERLIN-TEGEL,2007-02-01,940
KOBENHAVN/KASTRUP,2007-02-01,2905
GRAN CANARIA,2007-02-01,1584
TENERIFE SUR/REINA SOFIA,2007-02-01,951
ADOLFO SUAREZ MADRID-BARAJAS,2007-02-01,1250
PALMA DE MALLORCA,2007-02-01,251
NICE-COTE D'AZUR,2007-02-01,806
PARIS-CHARLES DE GAULLE,2007-02-01,5001
MILANO/MALPENSA,2007-02-01,1756
ROMA/FIUMICINO,2007-02-01,712
AMSTERDAM/SCHIPHOL,2007-02-01,2471
PORTO,2007-02-01,2088
LISBOA,2007-02-01,1168
MONASTIR/HABIB BOURGUIBA,2007-02-01,819
DJERBA/ZARZIS,2007-02-01,955
LONDON GATWICK,2007-02-01,1565
LONDON/CITY,2007-02-01,4125
LONDON HEATHROW,2007-02-01,1332
WIEN-SCHWECHAT,2007-01-01,1971
GENEVA,2007-01-01,1089
ZURICH,2007-01-01,3086
FRANKFURT/MAIN,2007-01-01,4997
SAARBRUECKEN,2007-01-01,1208
BERLIN-TEGEL,2007-01-01,1020
KOBENHAVN/KASTRUP,2007-01-01,3276
GRAN CANARIA,2007-01-01,1757
TENERIFE SUR/REINA SOFIA,2007-01-01,836
ADOLFO SUAREZ MADRID-BARAJAS,2007-01-01,1591
PALMA DE MALLORCA,2007-01-01,305
NICE-COTE D'AZUR,2007-01-01,834
PARIS-CHARLES DE GAULLE,2007-01-01,5589
MILANO/MALPENSA,2007-01-01,1875
ROMA/FIUMICINO,2007-01-01,633
AMSTERDAM/SCHIPHOL,2007-01-01,2355
PORTO,2007-01-01,3723
LISBOA,2007-01-01,1695
MONASTIR/HABIB BOURGUIBA,2007-01-01,829
DJERBA/ZARZIS,2007-01-01,519
LONDON GATWICK,2007-01-01,1639
LONDON/CITY,2007-01-01,4129
LONDON HEATHROW,2007-01-01,1258
WIEN-SCHWECHAT,2006-12-01,2026
GENEVA,2006-12-01,1011
ZURICH,2006-12-01,2881
FRANKFURT/MAIN,2006-12-01,4972
SAARBRUECKEN,2006-12-01,1104
BERLIN-TEGEL,2006-12-01,945
KOBENHAVN/KASTRUP,2006-12-01,3296
GRAN CANARIA,2006-12-01,1379
TENERIFE SUR/REINA SOFIA,2006-12-01,790
ADOLFO SUAREZ MADRID-BARAJAS,2006-12-01,1160
PALMA DE MALLORCA,2006-12-01,83
NICE-COTE D'AZUR,2006-12-01,740
PARIS-CHARLES DE GAULLE,2006-12-01,4960
MILANO/MALPENSA,2006-12-01,1830
ROMA/FIUMICINO,2006-12-01,830
AMSTERDAM/SCHIPHOL,2006-12-01,2385
PORTO,2006-12-01,2764
LISBOA,2006-12-01,1580
MONASTIR/HABIB BOURGUIBA,2006-12-01,448
DJERBA/ZARZIS,2006-12-01,801
LONDON GATWICK,2006-12-01,2401
LONDON/CITY,2006-12-01,3860
LONDON HEATHROW,2006-12-01,1588
WIEN-SCHWECHAT,2006-11-01,2530
GENEVA,2006-11-01,1334
ZURICH,2006-11-01,3686
FRANKFURT/MAIN,2006-11-01,6085
SAARBRUECKEN,2006-11-01,1511
BERLIN-TEGEL,2006-11-01,1312
KOBENHAVN/KASTRUP,2006-11-01,4013
IRAKLION/NIKOS KAZANTZAKIS,2006-11-01,277
GRAN CANARIA,2006-11-01,1767
TENERIFE SUR/REINA SOFIA,2006-11-01,856
ADOLFO SUAREZ MADRID-BARAJAS,2006-11-01,1491
PALMA DE MALLORCA,2006-11-01,370
NICE-COTE D'AZUR,2006-11-01,831
PARIS-CHARLES DE GAULLE,2006-11-01,6169
MILANO/MALPENSA,2006-11-01,2194
ROMA/FIUMICINO,2006-11-01,914
AMSTERDAM/SCHIPHOL,2006-11-01,3203
PORTO,2006-11-01,2061
LISBOA,2006-11-01,1113
MONASTIR/HABIB BOURGUIBA,2006-11-01,1237
DJERBA/ZARZIS,2006-11-01,2036
LONDON GATWICK,2006-11-01,2581
LONDON/CITY,2006-11-01,4842
